preferred_label,cluster_status,label_cluster_0,label_cluster_1,label_cluster_2,skill_id
shiatsu,,,,,9956
draw up artistic project proposals,,,,,9957
create risk reports,assigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,9958
respiratory medicine,clustered,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,9959
ensure compliance with policies,clustered,"Business Administration, Finance & Law",Finance & Law,Financial Services,9960
aquaculture cultivation equipment,,,,,9961
operate carpet centrifugal machine,,,,,9962
use curing room equipment,assigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,9963
monitor fuel storage tanks,,,,,9964
develop codified movements,,,,,9965
follow industry codes of practice for aviation safety;,,,,,9966
install kerbstones,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,9967
mashing process,,,,,9968
process payments,clustered,"Business Administration, Finance & Law",Finance & Law,Accounting,9969
operate compression rollers,,,,,9970
show entrepreneurial spirit,assigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,9971
operate varnish production equipment,,,,,9972
agricultural sector policies,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",9973
manage student admissions,assigned,Education,Education,Education Management,9974
theology,clustered,Education,Education,Teaching,9975
provide care for the mother during labour,,,,,9976
operate pressure washer,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,9977
interact verbally in Swedish,clustered,Transversal skills,Languages,Languages,9978
maintain photographic equipment,,,,,9979
teach geography,clustered,Education,Education,Teaching,9980
interpret traffic signals,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,9981
manage fundraising activities,assigned,Sales & Communication,Communication,Public Relations,9982
assess structural integrity of ship for maritime usage,,,,,9983
measure software usability,,,,,9984
rescue bathers,,,,,9985
Frostbite (digital game creation systems),,,,,9986
appraise gemstones,,,,,9987
take emergency measures in pregnancy,,,,,9988
business loans,clustered,"Business Administration, Finance & Law",Finance & Law,Financial Services,9989
develop technological improvement strategies,,,,,9990
prepare cleaning materials for window cleaning,manually_reassigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality",Cleaning Services,9991
spelling,clustered,Sales & Communication,Communication,Public Relations,9992
provide written content,assigned,Sales & Communication,Communication,Multimedia & Product Design,9993
types of audiovisual formats,,,,,9994
design greeting cards,,,,,9995
interpret technical requirements,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,9996
construct coquilles,,,,,9997
ensure aircraft compliance with regulation,,,,,9998
create 3D texture map,,,,,9999
interact verbally in Korean,clustered,Transversal skills,Languages,Languages,10000
prepare doses of medication according to patient needs,assigned,"Healthcare, Social Work & Research",Healthcare,Public Health Administration,10001
oversee granulation operations,,,,,10002
clean optical components,,,,,10003
test system accessibility for users with special needs,,,,,10004
report facts,clustered,"Business Administration, Finance & Law",Business Administration,Office Adminstration,10005
horticultural design,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",10006
carry out statistical forecasts,assigned,Sales & Communication,"Procurement, Logistics & Trade",Procurement,10007
coat seams with putty,,,,,10008
react to events in time-critical environments,assigned,Sales & Communication,Communication,Public Relations,10009
Swift (computer programming),assigned,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,10010
maintain prosthetic-orthotic laboratory equipment,,,,,10011
apply insulation strips,,,,,10012
provide advice to clients in terms of import restrictions,,,,,10013
principles of combustion engines,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,10014
handle bar equipment,,,,,10015
medical sales industry,assigned,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,10016
respond to burglar alarm systems,,,,,10017
facilitate the psychological development of the healthcare user,,,,,10018
attend to children's basic physical needs,,,,,10019
teach hospitality principles,,,,,10020
manufacturing of heating equipment,,,,,10021
civil aviation regulations,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,10022
ICT project management methodologies,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Business & Project Management,10023
auriculotherapy,,,,,10024
manage canopy,,,,,10025
wildlife projects,,,,,10026
Moodle,clustered,Education,Education,Education Management,10027
design hardware,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,10028
monitor airspace planning,,,,,10029
consult shipping rates,assigned,Sales & Communication,"Procurement, Logistics & Trade",International Trade,10030
serve beverages,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10031
stow cargo,,,,,10032
follow organisational guidelines in the cleaning industry,,,,,10033
keep records of merchandise delivery,,,,,10034
perform kiln fermentation of tobacco leaves,,,,,10035
manipulate stainless steel,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10036
interact verbally in Portuguese,clustered,Transversal skills,Languages,Languages,10037
observe mixture characteristics,,,,,10038
landscaping materials,clustered,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,10039
organise information,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,10040
manage aircraft support systems,,,,,10041
investment analysis,clustered,"Business Administration, Finance & Law",Finance & Law,Financial Services,10042
history of fashion,,,,,10043
control engineering,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,10044
music literature,,,,,10045
support fishery training procedures,,,,,10046
manage software localisation,,,,,10047
plan weapon use on stage,,,,,10048
perform blending operations,,,,,10049
participate in medical inventory control,,,,,10050
test safety strategies,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,10051
pump paint,,,,,10052
security panels,,,,,10053
identify market niches,assigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,10054
pneumatics,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,10055
analyse texts to be illustrated,,,,,10056
manage the store image,,,,,10057
philosophical schools of thought,,,,,10058
interpret artistic intentions,,,,,10059
optoelectronic devices,,,,,10060
draw blueprints,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,10061
promote social awareness,manually_reassigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,10062
operate heat sealing machinery,,,,,10063
mill operations,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",10064
develop professional network,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,10065
Vietnamese,clustered,Transversal skills,Languages,Languages,10066
use colour printing programs,,,,,10067
real-time computing,,,,,10068
types of orthopedic supplies,,,,,10069
apply GMP,,,,,10070
palliative settings,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,10071
handle cargo,assigned,Sales & Communication,"Procurement, Logistics & Trade",International Trade,10072
implement ICT network diagnostic tools,,,,,10073
tend cigarette making machine,,,,,10074
apply extensive study of beer styles from around the world,,,,,10075
program a CNC controller,,,,,10076
report accounts of the professional activity,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,10077
prepare purchasing reportings,assigned,Sales & Communication,"Procurement, Logistics & Trade",Procurement,10078
extract fatty acid,,,,,10079
inspect crane equipment,,,,,10080
build miniature props,,,,,10081
cleaning of reusable packaging,,,,,10082
preset miniature sets,,,,,10083
interact verbally in French,clustered,Transversal skills,Languages,Languages,10084
mix construction grouts,,,,,10085
select new library items to acquire,,,,,10086
types of strabismus,,,,,10087
psychology,clustered,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,10088
assess patients after surgery,,,,,10089
keep up-to-date to current customs regulations,,,,,10090
oversee delivery of fuel,assigned,"Business Administration, Finance & Law",Business Administration,Business & Project Management,10091
define artistic approach,,,,,10092
develop appropriate health and safety measures in accordance with available resources,,,,,10093
chemical constitution of apples,,,,,10094
prepare the restaurant for service,assigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10095
use aquacultural heating equipment,,,,,10096
maintain event records,assigned,Sales & Communication,Communication,Public Relations,10097
park vehicles,clustered,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,10098
types of metal manufacturing processes,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,10099
design microelectromechanical systems,,,,,10100
prepare visual data,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,10101
cure composite workpiece,,,,,10102
place mirrors,assigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10103
deputise for the mine manager,,,,,10104
create media schedule,,,,,10105
SQL Server,clustered,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,10106
smooth glass surface,,,,,10107
issue sales quotations for repairs or maintenance,assigned,Sales & Communication,Customer Services & Sales,Sales,10108
adapt existing designs to changed circumstances,,,,,10109
train cleaning procedures,,,,,10110
perform risk assessment for fight actions,,,,,10111
music therapy processes,,,,,10112
anticipate change in car technology,assigned,Information & Communication Technologies,Information & Communication Technologies,IT Support Services,10113
wide web flexographic printing press,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10114
manage the handling of promotional materials,,,,,10115
assess art therapy sessions,,,,,10116
liaise with the transported goods' workers,,,,,10117
cryopreservation,clustered,"Healthcare, Social Work & Research",Scientific Research,Scientific Research,10118
work with broad variety of personalities,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,10119
blasting abrasives,,,,,10120
evaluate events,clustered,Sales & Communication,Communication,Public Relations,10121
liaise with board members,assigned,"Business Administration, Finance & Law",Finance & Law,Accounting,10122
sizes of paper,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,10123
achieve sales targets,clustered,Sales & Communication,Customer Services & Sales,Sales,10124
manage customer service,clustered,Sales & Communication,Customer Services & Sales,Customer Services,10125
monitor plant production,assigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10126
identify music with commercial potential,assigned,Sales & Communication,"Procurement, Logistics & Trade",Procurement,10127
teach ergonomics in work place,,,,,10128
remove embryos,,,,,10129
provide domiciliary eyecare,,,,,10130
operate hot glue gun,,,,,10131
implement efficiency plans for logistics operations,,,,,10132
tend hoses,,,,,10133
methods of differential diagnosis,,,,,10134
assist audiologists with screening,,,,,10135
abide by regulations on banned materials,,,,,10136
compile wine lists,assigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10137
operate pyrotechnical control,,,,,10138
interact verbally in Estonian,,,,,10139
use public space as a creative resource,,,,,10140
integrate content into output media,,,,,10141
link data between all inland business units,,,,,10142
provide security in detention centres,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,10143
monitor merchandise delivery,,,,,10144
research market prices for antiques,assigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,10145
perform gross post mortem examination on animals,,,,,10146
repair furniture machinery,,,,,10147
report touristic facts,,,,,10148
keep grant applicant informed,assigned,"Business Administration, Finance & Law",Finance & Law,Law,10149
perform minor repairs to equipment,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10150
recommend product improvements,assigned,Sales & Communication,Communication,Multimedia & Product Design,10151
prepare specialised meat products,,,,,10152
initiate contact with buyers,assigned,Sales & Communication,"Procurement, Logistics & Trade",Procurement,10153
compose music,,,,,10154
chemical aspects of sugar,,,,,10155
control the opening and closing of train doors,,,,,10156
demonstrate intercultural competence,clustered,Transversal skills,General Workplace Skills,General Workplace Skills,10157
control taxi schedules,,,,,10158
use localisation tools,,,,,10159
Buddhism,,,,,10160
comply with factory specifications in engine repair,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,10161
deliver Pilates exercises,assigned,"Healthcare, Social Work & Research",Healthcare,Physiotherapy,10162
assess seizable goods,,,,,10163
sales department processes,reassigned,Sales & Communication,Customer Services & Sales,Sales,10164
bakery products,clustered,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10165
prepare radiopharmaceuticals,,,,,10166
carry out hatchery production processes,,,,,10167
colour glass,,,,,10168
tend laser beam welding machine,,,,,10169
legal environment in music,,,,,10170
reflect on practice,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,10171
monitor end-product drying process,,,,,10172
provide advice on trademarks,,,,,10173
provide advertisement samples,,,,,10174
clean engraved areas,,,,,10175
arrange permits,,,,,10176
monitor growth rates of cultivated fish species,,,,,10177
radiological photography,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,10178
inspect animal welfare management,,,,,10179
ingredients for ice cream manufacturing,,,,,10180
smoke sensors,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,10181
create new recipes,assigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10182
monitor the production of eggs,,,,,10183
modern brewing systems,assigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10184
manage emergency evacuation plans,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,10185
differentiate nuance of colours,,,,,10186
museum databases,,,,,10187
assist pilot in execution of emergency landing,,,,,10188
metalogic,,,,,10189
develop optical test procedures,,,,,10190
prepared meals,clustered,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10191
use hair removal techniques,manually_reassigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10192
types of pipelines,,,,,10193
shift energy demands,assigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,10194
analyse ICT technical proposals,,,,,10195
oil rig legislation,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10196
meet with clients for legal services,assigned,"Business Administration, Finance & Law",Finance & Law,Law,10197
pack soap,,,,,10198
food allergies,clustered,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,10199
manage hospitality revenue,assigned,"Business Administration, Finance & Law",Finance & Law,Accounting,10200
manage online content,clustered,Sales & Communication,Communication,Marketing,10201
evaluate spatial information,,,,,10202
set window,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Construction,10203
preheat kiln car,,,,,10204
manage mineral processing plant,,,,,10205
stamp refractory products,,,,,10206
compile data for navigation publications,,,,,10207
press soap into sheets,,,,,10208
edit recorded sound,,,,,10209
carry out checks of production plant equipment,manually_reassigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10210
provide ICT support,assigned,Information & Communication Technologies,Information & Communication Technologies,IT Support Services,10211
advise clients on interior design options,,,,,10212
behavioural therapy,clustered,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,10213
ensure proper document management,,,,,10214
analyse seismic risk,,,,,10215
write an architectural brief,,,,,10216
age alcoholic beverages in vats,,,,,10217
attach lift motor cables,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,10218
enforce customer's debt repayment,assigned,"Business Administration, Finance & Law",Finance & Law,Accounting,10219
immunotherapy,clustered,"Healthcare, Social Work & Research",Healthcare,Public Health Administration,10220
military combat techniques,,,,,10221
log times of taxis,,,,,10222
manufacturing of door furniture from metal,manually_reassigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10223
meat industry,clustered,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10224
follow ethical code of conduct of journalists,,,,,10225
help grant recipient,,,,,10226
review drafts,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,10227
work as a team,clustered,Transversal skills,General Workplace Skills,General Workplace Skills,10228
monitor radiation levels,,,,,10229
maintain silk worm breeding room,,,,,10230
style sheet languages,,,,,10231
keep up with innovations in food manufacturing,,,,,10232
dairy manufacturing specifications,,,,,10233
work independently,clustered,Transversal skills,General Workplace Skills,General Workplace Skills,10234
dispose non-food waste within the food industry,manually_reassigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality",Cleaning Services,10235
conduct airport security screening,,,,,10236
treat medical conditions of elderly people,,,,,10237
anthropology,clustered,Sales & Communication,Communication,Multimedia & Product Design,10238
heat metals,,,,,10239
manage carriers,assigned,Sales & Communication,"Procurement, Logistics & Trade",Transport & Logistics,10240
design dolls,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",10241
belay techniques,,,,,10242
implement spam protection,,,,,10243
interact verbally in Berber,,,,,10244
plan act lighting,,,,,10245
maintain pharmacy records,,,,,10246
perform safety data analysis,assigned,"Healthcare, Social Work & Research",Scientific Research,Scientific Research,10247
develop media strategy,,,,,10248
measure call quality,assigned,Sales & Communication,Customer Services & Sales,Customer Services,10249
provide clinical psychological counselling,,,,,10250
footwear stitching techniques,,,,,10251
use specific writing techniques,,,,,10252
beverages production process,,,,,10253
evaluate industrial hygiene,assigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10254
manage restaurant service,assigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10255
ensure vehicles are equipped with accessibility equipment,,,,,10256
handle game complaints,,,,,10257
nutritional adequacy of food intake,manually_reassigned,Education,Education,Extracurricular & Sports Activities,10258
biotechnology in aquaculture,manually_reassigned,"Healthcare, Social Work & Research",Scientific Research,Scientific Research,10259
specialised astrology software,,,,,10260
design medical supportive devices,,,,,10261
types of bath tubs,manually_reassigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality",Cleaning Services,10262
insert reinforcement in mould,,,,,10263
apply technical communication skills,assigned,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,10264
create underwriting guidelines,assigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,10265
tend automatic sewing machines,,,,,10266
lautering process,,,,,10267
install operating system,clustered,Information & Communication Technologies,Information & Communication Technologies,IT Support Services,10268
run test pressings,,,,,10269
repair ventilation equipment,,,,,10270
prescribe advanced nursing care,,,,,10271
make legislative decisions,,,,,10272
civil law,clustered,"Business Administration, Finance & Law",Finance & Law,Law,10273
prepare flight reports,,,,,10274
perform follow-up on pipeline route services,,,,,10275
animal biology,,,,,10276
advise on classroom guidance strategies,,,,,10277
operate foil printing machine,,,,,10278
interact verbally in Urdu,clustered,Transversal skills,Languages,Languages,10279
use aquaculture heavy equipment,,,,,10280
operate dairy farms,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",10281
monitor loan portfolio,clustered,"Business Administration, Finance & Law",Finance & Law,Financial Services,10282
types of boxes,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10283
clinical disciplines in dentistry,assigned,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,10284
operate pulp moulding machine,,,,,10285
advise on government policy compliance,,,,,10286
use geographic memory,,,,,10287
promote facilities management services,manually_reassigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,10288
educate the public about wildlife,,,,,10289
operate fibreglass spray gun,,,,,10290
pre-grind nibs of cocoa,,,,,10291
psychopathology,clustered,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,10292
maintain inventory of rented items,,,,,10293
lighting techniques,clustered,Sales & Communication,Communication,Multimedia & Product Design,10294
MATLAB,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,10295
assess quality characteristics of food products,,,,,10296
maintain props,,,,,10297
license photo usage,,,,,10298
apply adhesive wall coating,,,,,10299
carry out humane harvesting practices,,,,,10300
urban pollution implications,,,,,10301
write scientific papers,manually_reassigned,"Healthcare, Social Work & Research",Scientific Research,Scientific Research,10302
declaim,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,10303
create wood joints,,,,,10304
electromagnets,,,,,10305
coat food products,,,,,10306
teach circus acts,,,,,10307
install electric switches,,,,,10308
operate lifting equipment,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10309
negotiate with social service stakeholders,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,10310
deliver visual presentation of data,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,10311
create set models,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,10312
weld underwater,,,,,10313
consult with stakeholders on implementation of a production,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,10314
create working methodology,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,10315
use chemical analysis equipment,,,,,10316
psychoacoustics,,,,,10317
international import export regulations,,,,,10318
rig 3D characters,,,,,10319
applied kinesiology,assigned,"Healthcare, Social Work & Research",Healthcare,Physiotherapy,10320
perform damascening,,,,,10321
define geographic sales areas,,,,,10322
organisational structure,clustered,"Business Administration, Finance & Law",Business Administration,Business & Project Management,10323
add scent,,,,,10324
safely detonate explosives,,,,,10325
use food cutting tools,,,,,10326
check vehicles for sale,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,10327
identify skills gaps,clustered,Education,Education,Education Management,10328
parts of metal rolling mill,,,,,10329
write batch record documentation,,,,,10330
prosthetic-orthotic examination,,,,,10331
understand spoken Berber,,,,,10332
investigate customer complaints,reassigned,Sales & Communication,Customer Services & Sales,Customer Services,10333
interact verbally in Dutch,clustered,Transversal skills,Languages,Languages,10334
monitor temperature in farinaceous processes,,,,,10335
organise retail sampling events,,,,,10336
provide safeguarding to individuals,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,10337
operate a ceramics kiln,,,,,10338
ICT architectural frameworks,,,,,10339
present exhibition,,,,,10340
lacquer paint applications,,,,,10341
select music,,,,,10342
clean painting equipment,,,,,10343
determine skin type,,,,,10344
synthetic resins,manually_reassigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Construction,10345
desktop publishing,clustered,Sales & Communication,Communication,Multimedia & Product Design,10346
CAD for footwear,,,,,10347
consult with design team,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,10348
set up stage lights,,,,,10349
build props,,,,,10350
operate games,,,,,10351
verify engraving accuracy,,,,,10352
tend computer numerical control lathe machine,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10353
prepare subgrade for road pavement,,,,,10354
industrial heating systems,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Electrical, Heating & Ventilation Installation",10355
transport horses,,,,,10356
prevent paper jams,,,,,10357
implement front-end website design,,,,,10358
types of chain,,,,,10359
trade securities,clustered,"Business Administration, Finance & Law",Finance & Law,Financial Services,10360
application usability,,,,,10361
protect the environment from the impact of the digital technologies,,,,,10362
port regulation,,,,,10363
stop speeding vehicles,,,,,10364
teach electricity principles,,,,,10365
types of spring,,,,,10366
operate wine pumps,,,,,10367
develop energy policy,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Electrical, Heating & Ventilation Installation",10368
maneuver stone blocks,,,,,10369
apply standard feeding and nutrition protocols,,,,,10370
operate gas turbines,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10371
provide information on education financing,,,,,10372
have access to shipping rates,,,,,10373
repair industrial equipment,,,,,10374
electromagnetic spectrum,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,10375
consult credit score,,,,,10376
inspect fish stock,,,,,10377
produce violin components,,,,,10378
watches and jewellery products,assigned,Sales & Communication,Communication,Marketing,10379
develop recreation programmes,assigned,Education,Education,Extracurricular & Sports Activities,10380
operate distillation equipment,,,,,10381
alkali stages of refining processes for edible oils,,,,,10382
develop jewellery designs,manually_reassigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10383
support discharge from physiotherapy,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,10384
pathogenic microorganisms in food,,,,,10385
encourage counselled clients to examine themselves,,,,,10386
study groundwater,,,,,10387
design electromechanical systems,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,10388
report analysis results,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,10389
use body modification techniques,,,,,10390
spot valuable items,,,,,10391
adjust priorities,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,10392
interact verbally in Telugu,clustered,Transversal skills,Languages,Languages,10393
homeopathy remedies,,,,,10394
give live presentation,assigned,Sales & Communication,Communication,Multimedia & Product Design,10395
lay concrete slabs,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Construction,10396
ensure contract termination and follow-up,assigned,Sales & Communication,Customer Services & Sales,Sales,10397
transport fish,,,,,10398
fossil fuels,clustered,"Business Administration, Finance & Law",Finance & Law,Financial Services,10399
collaborate on international energy projects,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,10400
secure crane,,,,,10401
monitor film development baths,,,,,10402
manage claims process,clustered,"Business Administration, Finance & Law",Finance & Law,Financial Services,10403
organise facilities for office personnel,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Human Resources,10404
install recycling containers,,,,,10405
amusement park emergency procedures,,,,,10406
position base plates,,,,,10407
provide secured transportation,,,,,10408
manage project metrics,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,10409
keep records of bid history,,,,,10410
clean moulds,,,,,10411
palliative care,clustered,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,10412
"relationship between buildings, people and the environment",,,,,10413
arrange in-home services for patients,,,,,10414
perform cost accounting activities,assigned,"Business Administration, Finance & Law",Finance & Law,Accounting,10415
manage maintenance operations,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,10416
perfume raw materials,,,,,10417
liaise with engineers,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,10418
textile trends,,,,,10419
Serbian,clustered,Transversal skills,Languages,Languages,10420
analyse customer service surveys,assigned,Sales & Communication,Customer Services & Sales,Customer Services,10421
quality standards applicable to aquaculture products,,,,,10422
unstructured data,clustered,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,10423
CA Datacom/DB,,,,,10424
sell office equipment,,,,,10425
write Belarusian,,,,,10426
record production data,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10427
grow plants,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Electrical, Heating & Ventilation Installation",10428
livestock species,,,,,10429
create insurance policies,,,,,10430
maintain footwear assembling equipment,,,,,10431
carry out meteorological research,,,,,10432
develop public relations strategies,assigned,Sales & Communication,Communication,Public Relations,10433
arrange ordering of products for customers,assigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,10434
maintain bar cleanliness,,,,,10435
produce different surface finishes,,,,,10436
contribute to the choreographer's process of reflection,,,,,10437
think creatively,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,10438
promote mental health,clustered,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,10439
use safety equipment in construction,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,10440
conduct research before survey,,,,,10441
furniture industry,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10442
airport safety regulations,,,,,10443
develop working procedures,,,,,10444
estimate damage,assigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,10445
report on social development,assigned,Education,Education,Learning Support,10446
