preferred_label,cluster_status,label_cluster_0,label_cluster_1,label_cluster_2,skill_id
sociology applied to paramedical science,,,,,6925
create clay figures,,,,,6926
analyse education system,manually_reassigned,Education,Education,Education Management,6927
manoeuvre heavy trucks,,,,,6928
plan oil wells,,,,,6929
maintain burial records,,,,,6930
diagnose fuel systems,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,6931
select metals for jewellery,,,,,6932
evaluate information services using metrics,assigned,Sales & Communication,Communication,Marketing,6933
CAE software,,,,,6934
advise on healthcare users' informed consent,,,,,6935
rope manipulation,,,,,6936
simulate transport problems,,,,,6937
transport drilling rigs,,,,,6938
coordinate care of neglected animals,,,,,6939
test samples for pollutants,manually_reassigned,"Healthcare, Social Work & Research",Scientific Research,Scientific Research,6940
assist pool users,manually_reassigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",6941
types of photovoltaic panels,,,,,6942
tend plodder machines,,,,,6943
pest biology,,,,,6944
interfere with enemy communications,,,,,6945
procure mechanical machinery,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,6946
laboratory techniques,clustered,"Healthcare, Social Work & Research",Scientific Research,Scientific Research,6947
position carriage,,,,,6948
coordinate mouldmaking shifts,,,,,6949
check for damaged items,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,6950
fossil-fuel power plant operations,,,,,6951
move soil,,,,,6952
types of guitars,assigned,Education,Education,Extracurricular & Sports Activities,6953
estimate restoration costs,,,,,6954
civil engineering,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,6955
manufacturing of metal assembly products,,,,,6956
plastic resins,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,6957
organise aircraft maintenance,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,6958
Norwegian,clustered,Transversal skills,Languages,Languages,6959
draw up choreography,,,,,6960
interact with clients in forestry,,,,,6961
malting process,,,,,6962
pharmacognosy,,,,,6963
revise legal documents,assigned,"Business Administration, Finance & Law",Finance & Law,Law,6964
waste removal regulations,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,6965
check strength of materials,,,,,6966
use technical equipment for sterilisation,,,,,6967
screw and plug parquet boards,,,,,6968
run errands on behalf of customers,assigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,6969
provide information on mortuary services,,,,,6970
cover a variety of health conditions,,,,,6971
interpret aerial photos of timber,,,,,6972
prepare continuity reports,,,,,6973
maintain amusement park attractions,,,,,6974
lead cast and crew,,,,,6975
install pneumatic systems,,,,,6976
use back-up and recovery tools,,,,,6977
assist in the development of standard operating procedures in the food chain,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,6978
identify construction materials from blueprints,,,,,6979
maintain waste collection records,,,,,6980
shape sheet metal objects,manually_reassigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,6981
calibrate laboratory equipment,,,,,6982
geophysics,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,6983
conduct quantitative research,,,,,6984
extraction process of starch from corn,,,,,6985
service-oriented modelling,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Business & Project Management,6986
advise on social enterprise,,,,,6987
innovate in ICT,,,,,6988
satisfy customers,manually_reassigned,Sales & Communication,Customer Services & Sales,Customer Services,6989
inspect trees,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",6990
victimology,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,6991
marksmanship,,,,,6992
prescribe topical therapy,,,,,6993
manage aquatic resources stock production,assigned,Sales & Communication,"Procurement, Logistics & Trade",Transport & Logistics,6994
"hides, skins and leather products",,,,,6995
ensure accurate screening of luggage in aerodromes,,,,,6996
remove computer virus or malware from a computer,assigned,Information & Communication Technologies,Information & Communication Technologies,Security & Cybersecurity,6997
perform stem cell transplantation,assigned,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,6998
light auxiliary gas jets,,,,,6999
receive appropriate permissions for use of recorded audiovisual examples,,,,,7000
utilise machine learning,clustered,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,7001
Microsoft Visual C++,assigned,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,7002
implement plans for the management of sports turf areas,,,,,7003
demonstrate intercultural competences in hospitality services,,,,,7004
perform cosmetic procedures,assigned,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,7005
develop economic policies,assigned,Sales & Communication,Communication,Public Relations,7006
adapt text culturally,,,,,7007
signal box parts,,,,,7008
monitor drivers,clustered,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,7009
paint ship decks,,,,,7010
decontaminate ambulance interior,,,,,7011
juvenile detention,,,,,7012
oversee development of software,,,,,7013
tend punch press,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,7014
adapt voice register to the audio material,,,,,7015
manage aviation planning,,,,,7016
teach secondary education class content,,,,,7017
educate public on road safety,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,7018
arrange security of goods for auction,,,,,7019
perform electrical geophysical measurements,,,,,7020
schedule and dispatch drivers,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,7021
attend to detail,clustered,Transversal skills,General Workplace Skills,General Workplace Skills,7022
follow the statutory obligations,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,7023
operate train signalling equipment,,,,,7024
mechanics of trolley buses,,,,,7025
acquire licences for the use of weapons,,,,,7026
energy efficiency,clustered,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Electrical, Heating & Ventilation Installation",7027
display warnings around dive site,,,,,7028
operate wash plant,,,,,7029
meteorology,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,7030
treat envelopes,,,,,7031
blood type classification,,,,,7032
IBM Informix,,,,,7033
keep machines oiled for steady functioning,,,,,7034
identify terrorism threats,,,,,7035
mobility disability,assigned,Education,Education,Learning Support,7036
manage the neuropsychiatric sequelae of stroke,,,,,7037
control flow of matter used in oil processing,,,,,7038
propagate plants,,,,,7039
clean sewerage systems,,,,,7040
dangers of marshalling activity,,,,,7041
apply techniques of occupational therapy,assigned,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,7042
marketing department processes,assigned,Sales & Communication,Communication,Marketing,7043
execute after sales activities,manually_reassigned,Sales & Communication,Customer Services & Sales,Sales,7044
process livestock organs,,,,,7045
determine location of the split,,,,,7046
develop opportunities for progression in sport,,,,,7047
optomechanical engineering,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7048
assist passengers,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,7049
management department processes,assigned,"Business Administration, Finance & Law",Business Administration,Business & Project Management,7050
provide comprehensive care for patients with surgical conditions,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,7051
liaise with industry experts,,,,,7052
tend planing machine,,,,,7053
vessel stability principles,,,,,7054
vocational rehabilitation,clustered,"Healthcare, Social Work & Research",Healthcare,Physiotherapy,7055
perform maintenance on locomotives,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7056
mix sound in a live situation,,,,,7057
supervise maintenance of sport facilities,,,,,7058
read hallmarks,assigned,Education,Education,Teaching,7059
engage in fencing,,,,,7060
instruct on allergic reactions to anaesthetics,assigned,"Healthcare, Social Work & Research",Healthcare,Public Health Administration,7061
battery chemistry,,,,,7062
seed the ground,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",7063
prevent smuggling,,,,,7064
carry out biopsy,assigned,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,7065
understand written Hindi,,,,,7066
monitor performers,,,,,7067
upsetting machine parts,,,,,7068
comply with regulations related to export in different countries,,,,,7069
create database diagrams,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,7070
set scanner controls,,,,,7071
provide information to passengers,assigned,Sales & Communication,Customer Services & Sales,Customer Services,7072
prepare aquatic animals for harvesting,,,,,7073
SketchBook Pro,,,,,7074
manage spat collection equipment,,,,,7075
store spent acids,,,,,7076
operate screen printing equipment for textiles,,,,,7077
provide operational efficiency training to employees,,,,,7078
compare shipment contents with waybill,,,,,7079
conduct physical examination in emergency,,,,,7080
register mail,,,,,7081
develop an organisational structure,,,,,7082
use telescopic handlers,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,7083
transfer viscous soap,,,,,7084
produce textile designs,assigned,Sales & Communication,Communication,Multimedia & Product Design,7085
design well flow systems,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Business & Project Management,7086
provide agri-touristic services,,,,,7087
maintain medical laboratory equipment,,,,,7088
order electrical supplies,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7089
ensure price competitiveness,,,,,7090
advise on career,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Human Resources,7091
develop ICT device driver,,,,,7092
apply for external funding for physical activity,assigned,"Business Administration, Finance & Law",Business Administration,Business & Project Management,7093
drive steel piles,,,,,7094
maintain concentrated solar power systems,,,,,7095
thermodynamics,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7096
screen television series pilots,,,,,7097
collect fees for cloak room service,,,,,7098
make decisions regarding landscaping,,,,,7099
manage fisheries projects,,,,,7100
make-up techniques,assigned,"Healthcare, Social Work & Research",Healthcare,Public Health Administration,7101
contribute to development of biometric systems,,,,,7102
plan shifts of employees,,,,,7103
monitor food production documentation,,,,,7104
direct inward dialing,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,7105
assess cocoa bean quality,,,,,7106
interpret technical texts,,,,,7107
present the farm facilities,,,,,7108
physical science applied to paramedical practice,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7109
plan physical rehabilitation of animals,assigned,"Healthcare, Social Work & Research",Healthcare,Physiotherapy,7110
fill cylinders,,,,,7111
communicate test results to other departments,,,,,7112
carry out end of day accounts,,,,,7113
restore trays,,,,,7114
levels of software testing,assigned,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,7115
perform environmental remediation,,,,,7116
cut rubber plies,,,,,7117
carry out purchasing operations in the timber business,,,,,7118
design wind farm collector systems,,,,,7119
follow safety standards in industrial contexts,,,,,7120
negotiate health and safety issues with third parties,,,,,7121
manage resources for educational purposes,,,,,7122
manage fleet capacity,assigned,Sales & Communication,"Procurement, Logistics & Trade",International Trade,7123
fire prevention procedures,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,7124
manage ICT legacy implication,assigned,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,7125
advise on heating systems energy efficiency,,,,,7126
cultured pearls,,,,,7127
install electronic communication equipment,,,,,7128
tend injection moulding machine,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,7129
develop recycling programs,,,,,7130
drive firetruck under emergency conditions,,,,,7131
set-up drum for rubber,,,,,7132
prepare detailed working drawings for interior design,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,7133
inspect insulation,,,,,7134
audit closed vehicle rental contracts,,,,,7135
trace people,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,7136
manage security equipment,assigned,Information & Communication Technologies,Information & Communication Technologies,Security & Cybersecurity,7137
tend insecticide mixer,,,,,7138
operate ash handling equipment,,,,,7139
paediatrics,clustered,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,7140
TypeScript,clustered,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,7141
support juvenile victims,,,,,7142
operate signal generator,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7143
verify lenses compliance,,,,,7144
improve students' examination skills,,,,,7145
coil metal,,,,,7146
select therapy animals,,,,,7147
developmental psychology,clustered,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,7148
perform surveying calculations,,,,,7149
World Wide Web Consortium standards,assigned,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,7150
operate metal fabricating machines,,,,,7151
insert bristles,,,,,7152
comply with air traffic control operations,,,,,7153
confer on artwork,,,,,7154
nibbling machine parts,,,,,7155
keep up to date with diagnostic innovations,,,,,7156
apply information security policies,manually_reassigned,Information & Communication Technologies,Information & Communication Technologies,Security & Cybersecurity,7157
manage bioreactors,assigned,"Healthcare, Social Work & Research",Scientific Research,Scientific Research,7158
transfer stone blocks,,,,,7159
rig automated lights,,,,,7160
follow health and safety procedures in construction,manually_reassigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,7161
dies,clustered,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,7162
develop work programmes,assigned,Education,Education,Education Management,7163
Microsoft Visio,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,7164
power electronics,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7165
manage time in tourism,,,,,7166
understand spoken Marathi,,,,,7167
polymer chemistry,clustered,"Healthcare, Social Work & Research",Scientific Research,Scientific Research,7168
design microelectronics,,,,,7169
perform oil tests,,,,,7170
roast malt,,,,,7171
Italian,clustered,Transversal skills,Languages,Languages,7172
maintain motorcycle records,,,,,7173
inspect paintwork,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Construction,7174
manage loan applications,,,,,7175
teach flying practices,,,,,7176
design engineering components,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,7177
coach young people,assigned,Education,Education,Learning Support,7178
regulate traffic,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,7179
apply immigration law,,,,,7180
make time-critical decisions,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,7181
cope with challenging circumstances in the fishery sector,,,,,7182
perform government ceremonies,,,,,7183
install plumbing systems,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Electrical, Heating & Ventilation Installation",7184
assistive instruments,manually_reassigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,7185
maintain mechatronic equipment,,,,,7186
forecast workload,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,7187
provide education on family life,assigned,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,7188
treat cases of malocclusion,,,,,7189
various types of sand,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,7190
Oracle Application Development Framework,,,,,7191
rehabilitation,clustered,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,7192
assemble bombs,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,7193
report airport security incidents,,,,,7194
market research,manually_reassigned,Sales & Communication,Communication,Marketing,7195
write Ancient Greek,,,,,7196
operate headbox,,,,,7197
apply colouring recipes correctly,,,,,7198
JSSS,,,,,7199
extract products from moulds,,,,,7200
assemble machines,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,7201
set up animation elements,,,,,7202
assess performance of rail operations,,,,,7203
maintain microelectronics,,,,,7204
observe documents,,,,,7205
manage ship emergency plans,,,,,7206
monitor use of outdoor equipment,,,,,7207
replace defect components,,,,,7208
fluid mechanics,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7209
create strategic maps,,,,,7210
provide library information,assigned,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,7211
tube filling systems,,,,,7212
perform orthopaedic examinations,,,,,7213
respond to enquiries,clustered,"Business Administration, Finance & Law",Business Administration,Office Adminstration,7214
manage sport competition programmes,,,,,7215
authenticate documents,assigned,Sales & Communication,"Procurement, Logistics & Trade",International Trade,7216
comply with optical prescriptions,,,,,7217
instruct animals for therapy purposes,,,,,7218
pluck hair,,,,,7219
handling chemical products for soil and plants,,,,,7220
contribute to the programmer's reflection process,,,,,7221
negotiate with stakeholders,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,7222
follow translation quality standards,,,,,7223
apply a protective layer,,,,,7224
supervise the maintenance of military equipment,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7225
install coffered ceiling,,,,,7226
assess fish health condition,,,,,7227
teach political science,,,,,7228
create coffee flavour profiles,,,,,7229
operate rotary press,,,,,7230
make foundations for derricks,assigned,"Healthcare, Social Work & Research",Healthcare,Physiotherapy,7231
surface-mount technology,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7232
internal auditing,reassigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,7233
maintain inventory of pesticides,,,,,7234
accounting techniques,clustered,"Business Administration, Finance & Law",Finance & Law,Accounting,7235
communicate using non-verbal language,clustered,Transversal skills,Languages,Languages,7236
promote ocular health,assigned,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,7237
make technical drawings of fashion pieces,,,,,7238
apply for library funding,assigned,"Business Administration, Finance & Law",Finance & Law,Accounting,7239
tote reports,,,,,7240
maintain counterweight inside modes of transport,,,,,7241
use animal chiropractic techniques,,,,,7242
interpret findings from medical examinations,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,7243
criminal law,clustered,"Business Administration, Finance & Law",Finance & Law,Law,7244
ensure equipment cooling,,,,,7245
reproduce documents,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,7246
implement soap formula,,,,,7247
perform hand pruning,,,,,7248
prepare timelines for pipeline development projects,,,,,7249
managing a business with great care,,,,,7250
maintain data entry requirements,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,7251
carry out energy management of facilities,,,,,7252
calibrate electronic instruments,,,,,7253
architecture regulations,assigned,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,7254
evaluate ingredient documentation from suppliers,,,,,7255
operate fluff pulp mixing machine,,,,,7256
advise customers on optical instruments maintenance,,,,,7257
follow-up on healthcare users' treatment,,,,,7258
understand spoken Maltese,,,,,7259
inspect building systems,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,7260
draw up rehearsal notes,,,,,7261
report chimney defects,,,,,7262
sociology,clustered,Education,Education,Teaching,7263
carry out fish disease prevention measures,,,,,7264
coordinate export transportation activities,,,,,7265
report on window damage,,,,,7266
maintain shellfish depuration equipment,,,,,7267
electrochemistry,clustered,"Healthcare, Social Work & Research",Scientific Research,Scientific Research,7268
demonstrate functionality of toys and games,,,,,7269
handle working animals,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",7270
economics,manually_reassigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,7271
personnel management,clustered,"Business Administration, Finance & Law",Business Administration,Business & Project Management,7272
improve user-friendliness,assigned,Sales & Communication,Communication,Multimedia & Product Design,7273
examine advertisement layout,,,,,7274
regulation on unpaved areas of airports,,,,,7275
finish prosthetic-orthotic devices,,,,,7276
develop educational activities,,,,,7277
on board hazards,assigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,7278
operate vessel critical systems,assigned,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,7279
translate artistic concepts to technical designs,,,,,7280
conduct airport environmental studies,manually_reassigned,Education,Education,Teaching,7281
behavioural neurology,assigned,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,7282
sand wood,,,,,7283
perform laboratory tests on footwear or leather goods,,,,,7284
act discreetly,,,,,7285
operate pile driver hammer,,,,,7286
core apples,,,,,7287
discharge employees,,,,,7288
use hair removal lasers,manually_reassigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",7289
postediting,assigned,Sales & Communication,Communication,Public Relations,7290
press paper manually,,,,,7291
manage computer-based transport operation control systems;,,,,,7292
adapt designers’ work to the performance venue,,,,,7293
test chemical auxiliaries,,,,,7294
inspect vessel,,,,,7295
pharmaceutical manufacturing quality systems,,,,,7296
interact verbally in Romani,,,,,7297
operate tunnelling machine,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,7298
interact verbally in Russian,clustered,Transversal skills,Languages,Languages,7299
maintain food specifications,assigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",7300
negotiate prices for transport of cargo,,,,,7301
rebuff tyre,,,,,7302
conduct research interview,,,,,7303
Ancient Greek,clustered,Transversal skills,Languages,Languages,7304
set up props in a timely manner,,,,,7305
tend CNC drilling machine,,,,,7306
distributed computing,clustered,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,7307
integrate measures in architectural designs,,,,,7308
manufacture made-up fabrics for indoor usage,,,,,7309
advise on music pedagogy,,,,,7310
manage geotechnical staff,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,7311
interpret traffic light signals used in tramway infrastructure,,,,,7312
tend wax bleaching machinery,,,,,7313
participate in tourism events,,,,,7314
explain bingo rules,,,,,7315
language teaching methods,,,,,7316
operate pulp control machine,,,,,7317
perform diving interventions,,,,,7318
conduct erosion control,,,,,7319
monitor grapes,,,,,7320
measure customer feedback,assigned,Sales & Communication,Customer Services & Sales,Customer Services,7321
maintain electronic systems,,,,,7322
types of media,assigned,Education,Education,Extracurricular & Sports Activities,7323
treat flood damage,,,,,7324
create patent draft,,,,,7325
maintain animal accommodation,,,,,7326
work safely with chemicals,,,,,7327
types of strings,,,,,7328
gather experimental data,assigned,"Healthcare, Social Work & Research",Scientific Research,Scientific Research,7329
provide directions to guests,,,,,7330
examine ventilation system,,,,,7331
apply military aviation regulations,,,,,7332
identify new recycling opportunities,,,,,7333
computer engineering,clustered,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,7334
"furniture, carpet and lighting equipment products",,,,,7335
conform to cosmetics regulatory requirements,,,,,7336
conduct financial audits,assigned,"Business Administration, Finance & Law",Finance & Law,Accounting,7337
perform acquisition of vehicles,,,,,7338
visit manufacturers,,,,,7339
sell weapons,,,,,7340
biomechanics,clustered,"Healthcare, Social Work & Research",Healthcare,Physiotherapy,7341
operate testbeds,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7342
apply medical imaging techniques,,,,,7343
types of tile adhesive,,,,,7344
use a telecine,,,,,7345
trigonometry,clustered,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,7346
determine visual concepts,assigned,Sales & Communication,Communication,Multimedia & Product Design,7347
use gardening equipment,,,,,7348
combination of flavours,,,,,7349
microprocessors,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7350
monitor treated fish,,,,,7351
electronic components,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7352
BlackArch,,,,,7353
identify accounting errors,,,,,7354
balance the project requirements with health and safety concerns,manually_reassigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,7355
analyse financial performance of a company,assigned,"Business Administration, Finance & Law",Finance & Law,Accounting,7356
evaluate semen,,,,,7357
Hebrew,clustered,Transversal skills,Languages,Languages,7358
tattoo customers,,,,,7359
cast concrete rings,,,,,7360
perform machine maintenance,,,,,7361
clean wafers,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7362
tend to passenger belongings,,,,,7363
types of vehicle engines,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,7364
develop e-learning plan,,,,,7365
advise customers on new equipment,,,,,7366
operate climate control,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Electrical, Heating & Ventilation Installation",7367
integrate new products in manufacturing,,,,,7368
operate remote broadcast equipment,,,,,7369
tend compressor engine,,,,,7370
spray slabs,,,,,7371
process from cacao to chocolate,,,,,7372
work out odds,,,,,7373
redirect callers,,,,,7374
handle etching chemicals,,,,,7375
evaluate employees work,,,,,7376
support a designer in the developing process,assigned,Sales & Communication,Communication,Multimedia & Product Design,7377
clinical psychological treatment,,,,,7378
carry out preventative internal medicine interventions,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,7379
fish welfare regulations,,,,,7380
discuss the medical history of the healthcare user,,,,,7381
inspect cables,,,,,7382
apply fish treatments,,,,,7383
promote environmental awareness,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,7384
cut lenses for eyeglasses,,,,,7385
interview parties in relation to animal welfare investigations,,,,,7386
use psychoeducation,assigned,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,7387
enhance production workflow,assigned,Sales & Communication,Communication,Multimedia & Product Design,7388
maritime transportation technology,,,,,7389
advise customers on electronic cigarettes,manually_reassigned,Sales & Communication,Customer Services & Sales,Sales,7390
conduct educational activities,,,,,7391
total quality control,manually_reassigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,7392
guide people to holding areas,,,,,7393
cut ornamental design,,,,,7394
manufacturing of smokeless tobacco products,,,,,7395
shape nails,,,,,7396
motion graphics,clustered,Sales & Communication,Communication,Multimedia & Product Design,7397
operate oxy-fuel cutting torch,,,,,7398
monitor own performance as a sports official,,,,,7399
manage ostrich breeding,,,,,7400
assemble toys,,,,,7401
games rules,,,,,7402
tend blanching machines,,,,,7403
wheel impact load detector,,,,,7404
ensure passage metal detection,,,,,7405
create puppets,,,,,7406
nursing principles,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,7407
advise on use of land,,,,,7408
record court procedures,,,,,7409
interpret spoken language between two parties,,,,,7410
produce harpsichord components,,,,,7411
orthoptics,clustered,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,7412
keep records of customer interaction,clustered,Sales & Communication,Customer Services & Sales,Customer Services,7413
assess students' preliminary learning experiences,,,,,7414
prepare fish harvesting equipment,,,,,7415
turn impressions of the mouth into models,,,,,7416
pour concrete underwater,,,,,7417
tend knitting machine,,,,,7418
cytopathology,,,,,7419
furniture wood types,,,,,7420
promote employment policy,assigned,"Business Administration, Finance & Law",Business Administration,Human Resources,7421
lead research activities in nursing,assigned,"Healthcare, Social Work & Research",Healthcare,Public Health Administration,7422
evaluate employees,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Human Resources,7423
use software libraries,assigned,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,7424
monitor shelves loading,,,,,7425
manage all process engineering activities,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,7426
supervise dental technician staff,,,,,7427
dive with scuba equipment,assigned,Education,Education,Extracurricular & Sports Activities,7428
inspect extruded products,,,,,7429
repair underground power cables,,,,,7430
immunology,clustered,"Healthcare, Social Work & Research",Scientific Research,Scientific Research,7431
take appropriate action to address damage to paved surfaces in airports,,,,,7432
decorate textile articles,,,,,7433
set organisational policies,assigned,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,7434
review trial cases,,,,,7435
planning principles for music therapy interventions,,,,,7436
rehearse with fellow actors,,,,,7437
build fences,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",7438
direct the preparation of food,,,,,7439
provide emergency training,manually_reassigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,7440
starch production processes,,,,,7441
contextualise artistic work,,,,,7442
